RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn,TransactionFrequency,AvgTransactionAmount,ComplaintsFiled,CustomerSatisfaction,HasLoan
3778,15697127,Monaldo,543,France,Female,31,2,147674.26,1,1,1,16658.76,0,20,5171.336676708354,0,5,0
3779,15658486,Gidney,579,Spain,Female,59,3,148021.12,1,1,1,74878.22,0,27,5462.118242165909,0,3,0
3780,15694160,Sagese,624,France,Male,37,0,0.0,2,0,0,112104.55,0,19,5562.421059911755,0,5,0
3781,15685290,Wall,595,Germany,Male,46,5,142360.62,2,1,0,48421.4,1,16,5134.375350987998,4,2,0
3782,15701042,Dalton,596,Germany,Female,27,2,151027.56,1,1,0,170320.58,0,18,3780.3575665454027,2,3,1
3783,15680449,Hsing,431,Germany,Female,44,2,138843.7,1,1,0,37688.31,1,20,3236.6697438352894,3,1,0
3784,15599860,Warner,647,Spain,Female,26,8,109958.15,1,1,1,136592.24,1,23,4249.652550328888,3,1,0
3785,15723169,Williams,640,France,Female,31,9,138857.59,1,1,0,48640.77,0,21,7283.075320470227,0,5,0
3786,15803842,Dunn,752,Germany,Female,45,3,105426.5,2,0,1,89773.45,0,15,7713.599370982958,0,4,0
3787,15728224,Kerr,710,Germany,Female,41,9,149155.53,2,1,0,42131.26,1,16,4846.07092711913,3,1,0
3788,15644174,Marchesi,638,Germany,Male,27,4,135096.05,1,1,1,186523.72,1,15,3116.8340670651505,0,1,0
3789,15707110,Endrizzi,660,Germany,Male,28,2,170890.05,2,1,0,41758.9,0,15,4837.652779366418,0,4,1
3790,15765415,King,609,Spain,Female,45,4,89122.3,1,1,1,199256.98,0,24,9183.330870540158,2,3,0
3791,15756751,Griffiths,596,Spain,Female,54,0,78126.28,1,1,1,153482.91,1,20,6997.935670633241,2,3,0
3792,15795151,Hartzler,705,France,Female,38,3,123894.43,1,1,0,21177.1,0,21,6101.485383065095,1,3,1
3793,15632859,Chukwudi,444,France,Male,36,7,0.0,2,0,1,138743.86,0,20,6925.369834105139,1,3,0
3794,15584037,Denisov,727,Germany,Male,58,5,106913.43,1,1,0,25881.0,1,28,8081.133222682625,2,2,1
3795,15621409,Endrizzi,496,France,Male,32,4,127845.83,1,1,0,66469.2,0,21,2694.267596905761,1,5,1
3796,15581102,Baresi,554,France,Female,22,8,0.0,2,0,1,142670.61,0,17,4215.920262605754,1,5,0
3797,15578096,Nnachetam,537,France,Male,26,7,106397.75,1,0,0,103563.23,0,19,3942.5567343263688,1,3,0
3798,15669887,Lambert,839,France,Female,51,3,0.0,1,1,1,69101.23,1,25,6174.228794141967,3,1,0
3799,15621834,Game,700,Spain,Female,43,0,0.0,2,1,0,59475.35,0,23,5320.221781279195,0,4,1
3800,15655341,Chinagorom,458,Spain,Female,35,5,166492.48,1,1,0,135287.74,0,17,6512.622581378816,0,3,0
3801,15685314,Noble,850,France,Female,28,2,0.0,2,1,1,38773.74,0,23,3986.2253002655543,0,4,0
3802,15653997,Haynes,699,Spain,Male,31,6,114493.68,1,0,0,138396.32,0,15,7743.904101358312,1,4,0
3803,15629551,Cattaneo,615,Germany,Female,44,9,126104.98,2,0,1,110718.02,0,16,4861.332583701396,1,4,0
3804,15651264,Yobanna,850,Germany,Male,51,4,124425.99,1,0,0,118545.49,1,20,6389.091103916367,3,3,0
3805,15760825,Fraser,604,France,Female,40,1,0.0,2,1,0,123207.17,0,17,7390.81299784588,0,4,1
3806,15597394,Rhodes,668,Spain,Male,34,0,0.0,1,0,0,99984.86,0,19,7230.248630989937,0,5,1
3807,15740383,Jimenez,594,Spain,Female,38,10,0.0,2,1,0,58332.91,0,14,5721.656816803593,1,4,1
3808,15670562,Pharr,470,France,Male,30,3,101140.76,1,1,1,50906.65,0,26,6638.69381276509,1,4,1
3809,15698117,Jerger,701,Germany,Male,41,0,150844.94,1,0,1,127623.36,0,18,8483.321327944574,0,5,0
3810,15694805,McIntyre,664,Spain,Male,35,1,115024.5,1,0,1,169665.79,0,22,6027.202467949392,0,5,1
3811,15746802,Onio,477,France,Female,30,6,131286.46,1,1,0,194144.45,0,22,3540.70719587684,0,5,0
3812,15589428,Tomlinson,756,France,Female,42,9,0.0,2,1,0,35673.42,0,23,6166.10146192777,1,5,0
3813,15790267,Onuoha,625,France,Female,40,7,141267.67,1,0,1,177397.49,0,20,4925.437563960819,0,4,0
3814,15665402,Panicucci,703,Spain,Male,73,5,137761.55,1,1,1,159677.46,0,19,303.9977311913117,0,4,0
3815,15642093,Piccio,646,France,Male,30,7,0.0,2,1,0,153566.97,0,26,5923.996047406185,1,5,0
3816,15666181,Ramsden,650,France,Male,33,0,98064.97,1,1,0,52411.99,0,17,5233.301300031214,1,4,1
3817,15602554,Vorobyova,664,France,Female,31,9,114519.57,2,0,1,79222.02,0,13,7312.835542994877,0,4,0
3818,15724251,Todd,682,Germany,Female,29,6,101012.77,1,0,0,32589.89,1,21,3499.8126850233875,5,2,0
3819,15740147,Cremonesi,725,France,Female,44,10,0.0,1,0,1,93777.61,0,27,1988.5806752413846,0,5,1
3820,15718289,Bradley,553,Germany,Male,46,3,82291.1,1,1,0,112549.99,1,13,5337.361718821019,1,1,1
3821,15763148,Stanley,576,France,Male,39,9,84719.98,1,0,0,191063.36,0,20,5760.3547752108925,0,5,1
3822,15685245,Jowett,608,Spain,Female,56,5,0.0,2,0,1,153810.41,0,18,5187.665890771138,0,5,0
3823,15626985,Yefremova,850,France,Female,39,0,104386.53,1,1,0,105886.77,0,22,5041.417367370807,0,3,1
3824,15585823,Wilson,627,France,Male,31,8,128131.73,1,1,0,96131.47,0,20,2862.5460915873473,0,4,0
3825,15728167,Abramovich,667,France,Male,44,2,122806.95,1,0,0,15120.86,0,31,4722.165726050153,0,5,0
3826,15762928,Venables,548,Spain,Male,44,8,0.0,1,1,0,16989.77,0,20,4303.18834099117,1,5,0
3827,15751774,Monnier,774,France,Male,76,4,112510.89,1,1,1,143133.18,0,18,7145.41748153488,1,3,0
3828,15654733,Hsieh,794,Germany,Male,57,3,117056.46,1,1,0,93336.93,1,13,5758.650728061229,2,1,0
3829,15809777,Gadsden,497,Germany,Female,55,7,131778.66,1,1,1,9972.64,0,17,4444.00575650961,2,3,0
3830,15744200,Ni,587,France,Female,36,1,70784.27,1,1,0,30579.82,0,21,8447.769752845532,0,5,0
3831,15720713,Chibueze,850,France,Female,29,10,0.0,2,1,1,199775.67,0,12,4462.184647569981,1,5,0
3832,15695356,Chinwemma,722,France,Male,46,5,0.0,2,1,0,179908.71,0,22,6115.573447772326,0,5,0
3833,15653315,Kang,555,Spain,Female,35,1,0.0,2,1,0,101667.0,0,20,4666.157332821435,2,3,0
3834,15604792,Kuo,609,Germany,Male,38,6,140752.06,2,0,1,171430.16,0,20,8262.305030056008,1,4,0
3835,15704819,Ositadimma,734,Spain,Female,39,6,92126.26,2,0,0,112973.34,0,17,5173.719551627222,0,5,0
3836,15670859,Smith,718,Germany,Female,39,7,93148.74,2,1,1,190746.38,0,29,5232.828455781348,1,5,0
3837,15602797,Okwudilichukwu,645,Spain,Female,49,5,110132.55,3,0,1,187689.91,1,12,4720.259282454573,3,1,0
3838,15662533,Porter,598,Spain,Female,23,6,0.0,2,1,0,153229.19,0,26,5393.0238520024295,0,5,0
3839,15778154,Kung,628,Germany,Male,50,4,122227.71,1,0,1,14217.77,1,18,7399.075677295818,5,1,0
3840,15806230,Trevisano,629,Germany,Male,40,2,121647.54,2,1,1,64849.74,1,19,6691.687689369375,2,1,0
3841,15662884,Naylor,739,Germany,Male,58,1,110597.76,1,0,1,160122.66,1,22,5056.152362232342,3,3,0
3842,15750778,Ponomarev,653,France,Female,60,2,120731.39,4,1,1,138160.11,1,15,8402.650212913308,3,2,0
3843,15717185,Udinese,711,France,Male,28,8,0.0,2,1,1,64286.39,0,18,6745.971282685138,0,5,0
3844,15677804,Aliyeva,783,Spain,Male,38,1,0.0,3,1,1,80178.54,1,18,4123.637761605301,0,3,0
3845,15568915,Bailey,681,France,Male,38,6,153722.47,1,1,0,101319.76,0,14,2239.303292532124,0,4,0
3846,15736495,Jackson,712,France,Male,34,8,114088.32,1,1,0,92794.61,0,23,4169.97239640686,0,4,0
3847,15737354,Yin,554,France,Female,48,7,0.0,2,1,1,63708.07,0,22,5826.697557100506,2,5,0
3848,15667889,Akobundu,611,France,Female,37,6,0.0,2,1,0,110782.88,0,13,6194.400741262853,0,4,0
3849,15577831,Byrne,560,Germany,Male,41,4,152532.3,1,0,0,10779.69,0,23,7718.275366604038,0,5,0
3850,15729836,Robinson,646,Spain,Male,32,1,0.0,2,1,0,183289.22,0,25,2810.908049762,0,4,0
3851,15775293,Stephenson,680,France,Male,34,3,143292.95,1,1,0,66526.01,0,23,4121.689332106379,0,5,0
3852,15697597,Chiemenam,631,France,Male,26,1,149144.61,1,0,1,123697.95,0,18,2644.714660250974,0,5,0
3853,15639669,Forbes,746,France,Male,36,9,127157.04,1,1,1,155700.15,0,20,2322.4015768411086,0,5,0
3854,15631392,Douglas,654,Germany,Male,43,9,84673.17,2,0,1,82081.35,0,19,3744.362508093363,0,5,0
3855,15580935,Okechukwu,687,Germany,Male,33,9,135962.4,2,1,0,121747.96,0,11,5733.224488588042,0,4,0
3856,15590344,Russell,708,Germany,Male,32,3,151691.44,2,1,1,172810.51,0,18,6542.788869780632,0,4,0
3857,15653306,Ermakova,679,Germany,Female,32,0,88335.05,1,0,0,159584.81,0,23,3103.2917867566507,2,5,1
3858,15805025,Oster,636,France,Female,45,7,139859.23,1,1,1,108402.54,0,10,3381.4481612255204,0,5,0
3859,15658449,Chizoba,695,France,Male,45,9,43134.65,1,0,1,77330.35,0,17,1440.3536493531324,0,5,0
3860,15694450,Bianchi,677,France,Male,42,5,99580.13,1,1,0,21007.96,0,14,5428.704416553991,0,4,1
3861,15605666,Peyser,720,France,Female,34,6,110717.38,1,1,1,9398.45,0,29,3535.7221960585234,0,4,1
3862,15615126,Cocci,780,France,Female,37,3,0.0,2,0,0,182156.81,1,15,8326.062756423695,2,2,1
3863,15726588,Seleznev,653,Spain,Female,36,3,0.0,2,0,0,110525.6,0,18,5819.617599299189,1,5,1
3864,15645095,Huang,674,France,Female,28,3,0.0,1,1,0,51536.99,0,20,4657.108513086449,0,4,0
3865,15808960,Alleyne,620,Germany,Male,40,5,108197.11,2,1,0,49722.34,0,23,3717.775144911095,1,4,0
3866,15729435,McKenzie,623,France,Male,40,6,0.0,2,1,1,66119.07,0,17,2010.6595596115417,2,4,0
3867,15656840,Zikoranachukwudimma,547,France,Female,29,6,104450.86,1,1,1,37160.28,0,20,2264.2564461091383,0,4,1
3868,15659149,King,530,France,Male,39,2,0.0,2,1,0,197923.05,0,16,3755.71809085573,0,4,0
3869,15585490,Nkemdilim,746,France,Female,34,4,0.0,1,0,1,65166.6,0,15,3602.1942359513905,0,4,0
3870,15674929,Anderson,512,France,Female,31,7,0.0,2,0,0,49326.07,0,22,3001.656314308011,2,5,0
3871,15746341,Ejikemeifeuwa,630,France,Male,40,8,0.0,2,1,1,42495.81,0,25,5754.1894548846885,1,5,1
3872,15662091,Adams,570,Spain,Male,21,7,116099.82,1,1,1,148087.62,0,16,6028.531184829719,0,4,1
3873,15620123,Christie,605,France,Male,39,6,111169.91,1,0,0,9641.4,0,23,4082.7352053965437,0,3,0
3874,15616240,Yeh,530,Spain,Male,37,4,0.0,2,1,1,164844.37,0,27,8870.304536530635,0,4,0
3875,15624186,McGregor,813,Germany,Female,25,5,123616.43,1,0,1,132959.33,0,23,1506.5412669678158,1,5,0
3876,15605036,Pisano,704,Spain,Female,37,9,155619.58,1,1,1,135088.58,0,19,5116.3277979445265,3,4,0
3877,15805151,Ginikanwa,565,Germany,Male,31,2,89558.39,2,1,1,4441.54,0,18,4562.8395918241495,1,4,0
3878,15753847,Hawkins,645,Spain,Male,45,4,0.0,1,0,1,174916.85,1,18,3898.5982360654866,2,1,1
3879,15653222,Otutodilichukwu,526,Germany,Female,32,6,131938.92,2,1,1,1795.93,0,21,3604.6743079738812,1,4,1
3880,15757541,Rickard,778,France,Female,33,9,151772.63,2,0,0,180249.94,1,10,4986.080234175284,1,1,0
3881,15726945,Andreev,677,France,Female,72,8,0.0,2,1,1,153604.44,0,15,4548.944345356543,0,4,0
3882,15794276,Steele,588,France,Female,64,3,0.0,1,1,1,189703.65,0,13,4216.246945774881,0,5,0
3883,15568328,Black,488,France,Female,22,6,0.0,2,1,1,66393.89,0,17,2402.560730021251,0,5,0
3884,15604355,Shand,519,France,Male,39,1,97700.02,1,1,1,30709.03,0,29,1763.7763643790022,0,3,0
3885,15735788,Chiagoziem,709,France,Male,31,6,0.0,2,1,1,71009.84,0,19,4422.967049608869,0,4,0
3886,15618255,Fedorov,642,Germany,Female,56,6,103244.86,2,1,0,143049.72,1,20,4195.80779100694,2,2,0
3887,15720941,Tien,710,Germany,Male,34,8,147833.3,2,0,1,1561.58,0,17,4605.926279446345,0,3,0
3888,15769110,Stehle,653,France,Female,46,5,0.0,2,1,0,49707.85,0,18,4782.756404220982,0,5,1
3889,15576094,Sung,743,France,Male,71,0,0.0,2,0,1,29837.65,0,24,3954.9953162343645,0,4,0
3890,15756150,Alexander,418,France,Female,39,2,0.0,2,0,0,9041.71,0,21,4575.185152363589,1,4,1
3891,15719579,McIntosh,670,Germany,Female,33,9,84521.48,2,0,1,198017.05,0,17,3292.943383793011,1,4,0
3892,15748854,Sung,723,Germany,Female,28,5,91938.31,1,1,0,143481.85,0,16,8047.8916183265665,3,4,0
3893,15612455,Yao,549,Germany,Male,45,6,124240.93,1,1,1,146372.51,0,20,3400.5197037000626,0,5,0
3894,15664802,Chinweuba,543,France,Female,42,5,0.0,2,0,0,101905.34,0,29,4258.038581069319,0,5,0
3895,15735687,Chinweuba,595,Spain,Male,37,2,157084.99,1,1,0,134767.13,0,22,3552.422421772239,0,5,0
3896,15664734,T'ao,673,Germany,Female,25,3,108244.82,2,1,1,103573.96,0,21,3518.836919590194,0,5,1
3897,15767894,Ch'ien,741,France,Female,21,9,0.0,2,0,1,139259.54,0,17,5049.283133275893,1,4,0
3898,15666884,Su,508,Germany,Female,41,5,82161.7,2,1,0,187776.49,0,17,4795.531580233976,0,4,0
3899,15750156,Yu,662,Germany,Male,59,2,104568.41,1,1,0,8059.44,1,10,4081.0792192495796,3,2,0
3900,15751120,Loyau,752,France,Female,36,2,119912.46,1,1,0,124354.92,0,23,4433.048016891376,1,5,0
3901,15575748,Conti,809,France,Male,36,9,68881.59,2,0,1,109135.11,0,19,3560.3728980134592,1,3,0
3902,15714610,Alexeeva,575,Spain,Male,30,2,0.0,2,1,1,82222.86,0,18,5803.451275452321,0,4,0
3903,15720305,Power,591,Spain,Female,40,1,86376.29,1,0,1,136767.16,1,19,9110.385485181429,3,1,0
3904,15678129,Hill,643,Spain,Female,45,9,150840.03,2,1,0,155516.35,0,30,3250.3174455335634,0,5,0
3905,15566633,Freeman,698,Germany,Male,55,8,155059.1,2,1,1,144584.29,0,20,5787.926447469209,0,5,0
3906,15680436,Hsing,496,France,Female,29,4,0.0,2,1,0,164806.89,0,20,5089.89791404142,0,5,0
3907,15674343,Esposito,597,France,Male,44,8,78128.13,2,0,1,109153.04,0,17,6337.25951626518,0,3,0
3908,15658890,Belonwu,603,Germany,Male,46,4,98899.76,2,1,1,86190.34,0,21,6393.585920992143,0,5,0
3909,15599004,Tsao,655,Spain,Male,37,1,0.0,1,1,1,106040.97,0,17,5410.825394437321,0,3,1
3910,15726487,P'eng,431,France,Male,63,6,160982.89,1,1,1,168008.17,0,18,4920.3588477698,1,4,0
3911,15698716,Baker,620,France,Female,70,3,87926.24,2,1,0,33350.26,1,18,4131.099600703107,1,1,0
3912,15710527,Matthews,782,France,Female,35,4,0.0,1,1,1,119565.34,0,19,3470.079293782729,0,3,1
3913,15655590,Garcia,581,Spain,Male,46,2,79385.21,2,0,0,188492.82,0,16,4806.30867809643,3,3,0
3914,15732266,Field,553,Germany,Male,53,5,127997.83,1,1,0,165378.66,1,20,2430.8223371646395,1,2,0
3915,15669326,Gordon,658,France,Male,44,2,168396.34,1,1,1,14178.73,0,24,3812.288019765063,0,5,1
3916,15672246,Jefferies,686,Germany,Male,43,2,134896.03,1,1,1,97847.05,0,23,7213.707248945137,2,5,1
3917,15620276,Palermo,539,Spain,Male,36,6,0.0,3,1,1,118959.64,0,18,5197.0244421593825,0,4,0
3918,15640258,Chou,685,France,Female,50,6,94238.75,2,1,1,50664.07,1,18,6785.3288378710995,1,1,1
3919,15740283,Ewing,850,France,Male,29,1,0.0,2,0,0,152996.89,0,17,7939.287773316848,0,3,0
3920,15759717,Mazzi,763,Spain,Female,39,7,0.0,2,1,0,19458.75,0,20,4645.941088170366,0,4,0
3921,15620268,Thomson,634,Germany,Male,43,3,212696.32,1,1,0,115268.86,0,16,5414.651668387283,2,5,1
3922,15743871,Nkemdirim,567,France,Male,59,3,0.0,2,1,0,25843.7,1,15,4396.308211694489,0,2,0
3923,15614491,Lockyer,539,France,Male,39,3,139153.68,2,1,0,147662.33,0,24,3374.7884790487874,1,4,0
3924,15595047,Murray,764,France,Male,41,7,0.0,2,0,0,134878.34,0,23,3094.0634813351908,1,3,1
3925,15732334,Black,653,France,Female,40,0,0.0,2,1,0,35795.85,0,25,6686.3007451929825,2,4,0
3926,15701206,Torreggiani,566,Spain,Male,44,5,0.0,2,1,0,66462.79,0,15,5417.254560971296,0,4,0
3927,15581280,Atkinson,714,Germany,Male,29,6,92887.13,1,1,1,69578.49,0,14,8693.206144162106,0,4,1
3928,15651943,Richards,580,Spain,Female,65,1,0.0,2,0,1,103182.46,0,20,6944.104025847782,0,3,1
3929,15609545,Azubuike,548,France,Male,29,5,83442.98,1,0,1,177017.39,0,23,3537.5740209272644,1,3,1
3930,15658548,Ignatiev,646,Germany,Female,36,6,144773.29,2,1,0,53217.3,0,23,6680.6843604535425,0,5,0
3931,15626008,Miller,622,Germany,Female,52,9,111973.97,1,1,1,162756.29,1,17,4389.848921795489,4,2,0
3932,15774133,Cox,706,France,Female,35,8,178032.53,1,0,1,42181.68,0,25,7433.719418258002,1,5,0
3933,15763798,McMillan,680,France,Male,23,5,140007.19,1,0,1,31714.08,0,17,4027.3322455139596,1,4,0
3934,15758013,Napolitano,698,France,Male,37,5,98400.61,2,0,0,25017.28,0,24,2895.1480795146554,0,4,1
3935,15705765,Lane,581,Spain,Female,46,1,0.0,2,1,0,104272.04,0,18,3408.489845877181,0,4,0
3936,15648362,Kennedy,728,Germany,Male,45,3,108924.33,2,1,0,84300.4,1,20,3510.6701951701725,0,1,0
3937,15761102,T'ao,707,Spain,Female,32,4,132835.56,1,0,0,136877.24,0,16,3319.496470762672,0,4,0
3938,15610165,Hsiung,761,France,Female,26,1,0.0,2,1,1,199409.19,0,15,3854.7834487897862,0,4,0
3939,15723717,Heath,483,Germany,Male,41,1,118334.44,1,0,0,163147.99,1,28,6713.383740650475,1,1,0
3940,15654611,Parry,736,Germany,Female,25,9,81732.88,2,1,0,136497.28,0,26,8592.08841653237,0,4,1
3941,15659736,Herbert,716,Germany,Male,66,5,121411.9,1,0,0,10070.4,1,22,2339.6209688929926,7,2,1
3942,15603170,Kang,654,France,Male,32,9,121455.65,1,1,0,190068.53,1,24,7527.026085666299,1,1,0
3943,15786167,Andreyeva,649,Spain,Male,20,5,0.0,2,1,1,58309.54,0,15,4044.5925680511427,1,4,1
3944,15671915,Bowen,649,France,Male,46,5,0.0,2,1,1,76946.6,0,24,5695.765062404468,0,5,1
3945,15794792,Golubev,612,France,Female,31,8,117989.76,1,1,1,54129.86,0,19,1691.7079388534053,0,5,0
3946,15652789,Hancock,657,Spain,Male,40,10,0.0,2,1,1,52990.7,0,18,6048.070034689712,0,5,0
3947,15739168,Fowler,511,France,Female,31,5,137411.29,1,0,1,161854.98,0,20,989.3752063678749,1,4,1
3948,15719950,Sutherland,682,France,Male,61,10,73688.2,1,1,1,172141.33,0,13,5627.87014462033,0,4,0
3949,15743818,Rowley,748,Spain,Male,58,9,122330.7,2,0,1,124429.19,0,20,5514.512094058673,0,5,0
3950,15717937,Gibbons,554,Germany,Male,43,5,99906.89,1,0,0,24983.39,0,16,5382.015268590934,1,4,0
3951,15602841,Lockett,794,Spain,Female,28,5,0.0,2,0,1,86699.98,0,20,3530.1796987341413,1,5,1
3952,15619972,Akabueze,807,France,Female,47,9,167664.83,1,0,0,125440.11,1,28,6099.053348859287,2,1,0
3953,15796114,Phelps,594,France,Female,34,7,141525.55,1,0,0,9443.15,0,19,5782.163018833435,0,5,1
3954,15633546,Frederick,652,Spain,Female,33,3,124832.51,1,1,0,195877.06,0,24,4580.09443271776,0,5,1
3955,15758755,Beneventi,729,France,Female,34,9,132121.71,1,0,1,105409.31,0,14,6343.700614350388,1,4,1
3956,15695168,Bruce,625,France,Male,39,2,0.0,2,1,0,100403.05,0,21,4808.791706868989,1,4,1
3957,15754342,Green,597,Germany,Female,60,0,78539.84,1,0,1,48502.88,0,23,6057.554317817524,0,5,0
3958,15756610,Carlson,657,Germany,Female,38,5,123770.46,1,0,0,47019.66,1,14,4748.24134521182,5,1,1
3959,15640917,Tang,633,France,Male,43,5,0.0,2,1,1,48249.88,0,16,5433.403982219082,1,4,0
3960,15663164,Yudin,663,Germany,Male,49,7,116150.65,3,1,1,84358.71,1,21,6149.445882150524,3,3,0
3961,15616811,MacDonald,535,France,Male,47,0,160729.1,1,0,1,145986.35,0,18,4204.17485276393,0,5,1
3962,15610781,Watt,702,France,Female,29,10,88378.6,1,1,0,88550.28,0,22,2532.3268274916095,0,4,0
3963,15600911,Mbadiwe,712,France,Male,33,2,182888.08,1,1,0,3061.0,0,22,5552.15801109631,0,5,1
3964,15629603,Chuang,607,France,Male,31,8,0.0,2,1,1,43196.5,0,20,7378.782757225859,1,4,1
3965,15714981,Sabbatini,476,France,Male,37,4,0.0,1,1,1,55775.84,1,20,5598.301945914892,3,1,1
3966,15775892,Caldwell,748,Spain,Female,23,8,85600.08,1,0,0,134077.71,0,24,5636.284629392745,0,4,1
3967,15782778,Ewers,815,France,Male,35,4,0.0,2,0,1,198490.33,0,19,4915.647787006719,1,4,0
3968,15786643,Tsao,602,France,Male,32,10,0.0,2,1,1,116052.92,0,14,6478.237305546401,0,4,0
3969,15595657,Hannam,649,Germany,Male,40,4,95001.33,1,0,1,123202.99,0,26,4628.129167724125,1,4,1
3970,15743673,Wood,551,Spain,Male,27,2,113873.22,1,1,1,85129.77,1,23,4092.2024377462767,4,2,0
3971,15634310,Ko,509,France,Male,30,6,0.0,2,1,0,180598.86,0,17,7210.5965057497315,1,3,1
3972,15790809,Lo Duca,685,Spain,Male,40,7,74896.92,1,1,0,198694.2,0,14,3938.923363414636,0,3,0
3973,15668695,Endrizzi,536,France,Female,22,5,89492.62,1,0,0,42934.43,0,25,6778.941892903498,1,4,0
3974,15669281,Ch'iu,711,Spain,Male,38,3,128718.78,1,0,0,114793.45,0,21,7211.870923915418,0,4,0
3975,15621031,Mofflin,761,Spain,Male,27,8,0.0,2,1,0,63297.7,0,11,6133.633864124122,1,4,0
3976,15720071,Fiorentini,535,France,Female,49,3,0.0,1,0,0,61820.41,1,26,2501.528960854735,2,2,0
3977,15792180,Chiekwugo,566,Germany,Male,22,7,144954.75,2,1,0,102246.0,0,12,5054.3098184449955,1,4,0
3978,15813894,Bogle,620,Spain,Male,21,9,0.0,2,0,0,154882.79,0,18,4596.000005882765,0,3,0
3979,15669490,Ifeanacho,837,Germany,Male,37,6,94001.61,2,1,0,140723.05,0,25,4008.0014893293733,0,5,0
3980,15783030,Owens,685,France,Female,40,7,0.0,1,1,0,72852.74,1,28,5285.503174692855,4,1,0
3981,15695792,Ch'ien,673,France,Male,65,0,0.0,1,1,1,85733.33,0,23,6538.412694995096,1,5,1
3982,15575676,Chung,638,France,Male,24,1,0.0,2,0,1,162597.15,0,19,4082.894679737603,0,5,0
3983,15627665,Sung,614,France,Male,46,4,0.0,1,1,0,74379.57,1,27,4657.234651452651,2,2,0
3984,15814092,Wang,626,France,Female,44,2,0.0,1,0,1,173117.22,1,17,4517.882132336024,4,2,0
3985,15695225,Sun,834,Spain,Male,38,8,0.0,2,1,1,66485.26,0,17,7327.742091088623,1,5,1
3986,15615091,Maitland,691,France,Male,24,6,0.0,2,1,1,92811.2,0,21,4485.798764378827,0,5,0
3987,15794345,Ma,706,Spain,Male,38,8,0.0,2,0,1,46635.11,0,11,2531.188684476509,0,5,0
3988,15726484,Pollard,633,France,Male,37,7,141546.35,1,1,1,124830.11,0,23,1853.130322018972,1,3,0
3989,15650442,Hsieh,644,Germany,Female,32,8,141528.88,1,1,1,167087.34,1,19,5725.45913313194,3,1,1
3990,15714256,Gerasimov,666,France,Male,30,7,109805.3,1,0,1,163625.56,0,18,3478.636520228196,0,3,1
3991,15778752,Johnson,708,France,Male,32,10,86614.06,2,1,1,172129.26,0,11,6337.449010544957,0,3,1
3992,15601659,Fiorentino,496,Germany,Female,59,7,91680.1,2,1,0,163141.18,1,26,2337.5600229857373,4,1,1
3993,15602811,Chioke,730,Germany,Male,38,0,38848.19,2,0,0,94003.11,0,15,3922.1756667787845,1,4,0
3994,15779414,Rossi,696,Spain,Male,40,3,153639.11,1,1,1,138351.68,0,23,2338.8623009597036,1,4,0
3995,15763097,Siciliano,809,Spain,Male,80,8,0.0,2,0,1,34164.05,0,23,5869.221431097847,1,5,1
3996,15633666,Efremov,701,Spain,Female,33,7,123870.07,1,1,0,97794.71,0,23,6297.6950812493005,0,4,0
3997,15718789,Brigstocke,604,France,Male,30,5,0.0,2,1,0,75786.55,0,25,5677.250315273201,0,3,0
3998,15690620,Olisaemeka,665,France,Male,39,10,46323.57,1,1,0,136812.02,0,14,2828.1273591923145,0,5,0
3999,15737071,Tang,639,France,Female,60,5,162039.78,1,1,1,84361.72,1,28,3508.472511778668,2,2,0
4000,15665062,Lucchese,696,France,Male,19,1,110928.51,1,1,1,2766.63,0,25,5468.627977223108,0,5,1
4001,15600692,West,520,France,Male,38,5,0.0,2,1,0,163185.76,0,15,1624.5171837512721,1,4,0
4002,15792064,Pai,545,Germany,Male,53,5,114421.55,1,1,0,180598.28,1,18,4517.730111224194,3,2,0
4003,15811486,Tang,634,Germany,Female,29,8,130036.21,2,0,1,69849.55,0,13,8033.810706671763,0,5,0
4004,15626141,Fedorov,750,France,Female,26,1,151510.17,2,1,1,19921.72,0,19,4640.08890163925,0,5,1
4005,15738546,Gboliwe,530,Spain,Female,41,4,0.0,2,0,1,147606.71,0,14,2022.9107219360972,0,3,0
4006,15677052,Ko,589,France,Female,59,2,0.0,2,1,1,126160.24,1,17,3785.1815046477295,4,3,0
4007,15656454,Le Gallienne,654,France,Male,37,6,83568.55,1,1,0,47046.72,0,21,3738.6153486448484,0,4,0
4008,15645496,Seleznyova,648,France,Female,43,7,139972.18,1,1,0,143668.58,0,20,9280.617559673123,1,3,0
4009,15612505,Joseph,835,Spain,Male,45,3,100212.13,1,1,0,152577.62,0,25,8331.35816102779,0,5,0
4010,15708513,Bevan,446,France,Female,39,1,90217.07,1,1,0,191350.48,0,16,6461.870868203156,0,4,0
4011,15685654,Allan,514,Spain,Male,66,9,0.0,2,1,1,14234.31,0,17,4313.848138517204,0,3,1
4012,15732307,Lavrentiev,694,Germany,Male,33,4,124067.32,1,1,1,77906.87,0,20,7401.2593219594455,0,5,1
4013,15726814,Walton,554,Spain,Male,46,4,0.0,2,0,1,57320.92,0,26,2733.080721899083,0,4,0
4014,15653776,Salier,720,Germany,Female,57,1,162082.31,4,0,0,27145.73,1,29,7153.150630488519,2,2,1
